HAI_1_DOPC,HAI_1_ELIGCASES,HAI_1_NUMERATOR,HAI_1_SIR_Score,HAI_2_DOPC,HAI_2_ELIGCASES,HAI_2_NUMERATOR,HAI_2_SIR_Score,HAI_3_DOPC,HAI_3_ELIGCASES,HAI_3_NUMERATOR,HAI_3_SIR_Score,HAI_4_DOPC,HAI_4_ELIGCASES,HAI_4_NUMERATOR,HAI_4_SIR_Score,HAI_5_DOPC,HAI_5_ELIGCASES,HAI_5_NUMERATOR,HAI_5_SIR_Score,HAI_6_DOPC,HAI_6_ELIGCASES,HAI_6_NUMERATOR,HAI_6_SIR_Score,ZIP Code,H_CLEAN_LINEAR_SCORE,H_COMP_1_LINEAR_SCORE,H_COMP_2_LINEAR_SCORE,H_COMP_3_LINEAR_SCORE,H_COMP_5_LINEAR_SCORE,H_COMP_6_LINEAR_SCORE,H_COMP_7_LINEAR_SCORE,H_HSP_RATING_LINEAR_SCORE,H_QUIET_LINEAR_SCORE,H_RECMND_LINEAR_SCORE,SEP_1,SEP_SH_3HR,SEP_SH_6HR,SEV_SEP_3HR,SEV_SEP_6HR,HAI_1_SIR_ComparedToNational_encode,HAI_2_SIR_ComparedToNational_encode,HAI_3_SIR_ComparedToNational_encode,HAI_4_SIR_ComparedToNational_encode,HAI_5_SIR_ComparedToNational_encode,HAI_6_SIR_ComparedToNational_encode
433.0,0.278,0.0,,701.0,0.383,1.0,,,,,,,,,,4655.0,0.107,0.0,,4655.0,2.257,2.0,0.886,30680,81.0,89.0,90.0,86.0,70.0,88.0,78.0,83.0,80.0,81.0,69.0,92.0,82.0,86.0,88.0,,,,,,0.0
770.0,0.473,0.0,,1216.0,0.634,1.0,,22.0,0.541,1.0,,78.0,0.65,2.0,,10718.0,0.411,0.0,,10718.0,3.559,0.0,0.0,30655,87.0,88.0,90.0,78.0,78.0,80.0,78.0,86.0,86.0,83.0,49.0,85.0,25.0,89.0,78.0,,,,,,1.0
778.0,0.465,0.0,,1159.0,0.584,0.0,,28.0,0.601,0.0,,1.0,0.007,0.0,,12090.0,0.355,0.0,,10873.0,6.453,6.0,0.93,30512,93.0,92.0,91.0,87.0,76.0,88.0,83.0,89.0,88.0,90.0,46.0,81.0,8.0,83.0,80.0,,,,,,0.0
6801.0,7.361,8.0,1.087,7186.0,9.012,8.0,0.888,157.0,4.542,6.0,1.321,307.0,3.087,2.0,0.648,82172.0,7.574,9.0,1.188,73021.0,54.226,38.0,0.701,30162,81.0,91.0,89.0,85.0,74.0,85.0,82.0,89.0,83.0,89.0,47.0,73.0,37.0,85.0,83.0,0.0,0.0,0.0,0.0,0.0,1.0
9065.0,9.761,8.0,0.82,9234.0,9.601,13.0,1.354,101.0,2.88,1.0,0.347,110.0,0.936,4.0,,86790.0,4.915,10.0,2.035,71684.0,47.726,24.0,0.503,31901,86.0,91.0,92.0,81.0,75.0,84.0,80.0,87.0,81.0,86.0,38.0,76.0,44.0,70.0,73.0,0.0,0.0,0.0,,-1.0,1.0
8776.0,8.162,6.0,0.735,8394.0,8.323,3.0,0.36,142.0,3.79,0.0,0.0,180.0,1.451,0.0,0.0,64297.0,3.215,3.0,0.933,62568.0,42.241,29.0,0.687,31093,84.0,88.0,89.0,82.0,76.0,84.0,80.0,86.0,82.0,85.0,48.0,79.0,50.0,69.0,86.0,0.0,1.0,1.0,0.0,0.0,1.0
126.0,0.078,0.0,,571.0,0.297,0.0,,9.0,0.241,0.0,,4.0,0.034,0.0,,4291.0,0.085,0.0,,4069.0,1.119,0.0,0.0,31750,92.0,90.0,93.0,88.0,82.0,85.0,82.0,89.0,87.0,89.0,,,,,,,,,,,0.0
10953.0,11.784,5.0,0.424,8488.0,10.649,4.0,0.376,275.0,7.75,4.0,0.516,277.0,2.43,5.0,2.058,106190.0,5.605,2.0,0.357,96406.0,44.958,12.0,0.267,30606,85.0,92.0,92.0,85.0,79.0,86.0,82.0,88.0,83.0,89.0,48.0,84.0,53.0,76.0,74.0,1.0,1.0,0.0,0.0,0.0,1.0
4337.0,2.961,0.0,0.0,7527.0,5.058,5.0,0.989,31.0,0.872,0.0,,47.0,0.381,0.0,,29335.0,1.065,0.0,0.0,28014.0,16.374,3.0,0.183,30458,85.0,90.0,90.0,83.0,74.0,86.0,78.0,85.0,85.0,82.0,38.0,75.0,13.0,62.0,86.0,0.0,0.0,,,0.0,1.0
8887.0,9.636,3.0,0.311,7705.0,9.708,4.0,0.412,142.0,3.82,4.0,1.047,348.0,2.932,4.0,1.364,86746.0,4.702,4.0,0.851,77357.0,46.096,54.0,1.171,30033,80.0,87.0,89.0,78.0,70.0,82.0,77.0,84.0,80.0,83.0,43.0,83.0,92.0,80.0,59.0,1.0,1.0,0.0,0.0,0.0,0.0
22031.0,23.937,12.0,0.501,16032.0,22.372,7.0,0.313,187.0,5.307,3.0,0.565,371.0,3.267,3.0,0.918,149136.0,12.734,8.0,0.628,125235.0,99.249,64.0,0.645,30308,85.0,89.0,91.0,79.0,76.0,83.0,80.0,88.0,83.0,87.0,29.0,69.0,,54.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0
20624.0,28.424,33.0,1.161,27568.0,54.143,33.0,0.609,374.0,11.583,8.0,0.691,216.0,1.89,11.0,5.82,237356.0,18.676,18.0,0.964,222099.0,162.633,88.0,0.541,30303,80.0,87.0,90.0,74.0,73.0,80.0,79.0,85.0,78.0,83.0,44.0,90.0,,64.0,75.0,0.0,1.0,0.0,-1.0,0.0,1.0
12212.0,13.059,8.0,0.613,10316.0,13.623,15.0,1.101,411.0,10.722,9.0,0.839,138.0,1.183,0.0,0.0,91905.0,6.368,2.0,0.314,91905.0,80.411,26.0,0.323,30342,84.0,92.0,92.0,86.0,77.0,85.0,83.0,90.0,81.0,91.0,39.0,75.0,,60.0,93.0,0.0,0.0,0.0,0.0,0.0,1.0
24814.0,25.268,23.0,0.91,12188.0,14.387,3.0,0.209,607.0,16.997,20.0,1.177,364.0,3.012,10.0,3.32,154821.0,13.08,10.0,0.765,149036.0,70.755,14.0,0.198,30309,86.0,91.0,93.0,84.0,76.0,86.0,82.0,90.0,85.0,91.0,51.0,97.0,,65.0,78.0,0.0,1.0,0.0,-1.0,0.0,1.0
17863.0,18.384,12.0,0.653,12401.0,12.231,10.0,0.818,356.0,9.628,7.0,0.727,336.0,2.6,1.0,0.385,159582.0,8.207,7.0,0.853,142274.0,119.098,64.0,0.537,30045,85.0,90.0,90.0,81.0,75.0,85.0,81.0,88.0,85.0,88.0,57.0,78.0,77.0,83.0,89.0,0.0,0.0,0.0,0.0,0.0,1.0
1814.0,1.086,0.0,0.0,5829.0,4.142,2.0,0.483,18.0,0.494,0.0,,59.0,0.567,0.0,,18187.0,0.916,0.0,,17201.0,12.366,14.0,1.132,31533,85.0,90.0,90.0,85.0,78.0,88.0,80.0,87.0,86.0,85.0,83.0,97.0,,88.0,95.0,0.0,0.0,,,,0.0
5787.0,4.598,3.0,0.652,2298.0,1.612,1.0,0.62,83.0,2.267,1.0,0.441,172.0,1.421,4.0,2.815,39220.0,1.789,3.0,1.677,34163.0,13.68,1.0,0.073,30012,84.0,86.0,88.0,79.0,73.0,81.0,76.0,81.0,82.0,78.0,46.0,90.0,36.0,74.0,73.0,0.0,0.0,0.0,0.0,0.0,1.0
242.0,0.155,0.0,,1175.0,0.612,0.0,,13.0,0.333,0.0,,15.0,0.165,0.0,,12130.0,0.347,0.0,,11595.0,2.892,4.0,1.383,31023,90.0,94.0,93.0,89.0,79.0,86.0,81.0,88.0,88.0,86.0,61.0,79.0,77.0,96.0,88.0,,,,,,0.0
4288.0,2.957,5.0,1.691,5904.0,4.227,1.0,0.237,123.0,3.438,0.0,0.0,23.0,0.245,0.0,,57565.0,3.555,9.0,2.532,54102.0,36.998,9.0,0.243,31793,81.0,91.0,91.0,83.0,76.0,86.0,81.0,87.0,86.0,87.0,64.0,86.0,47.0,86.0,89.0,0.0,0.0,1.0,,-1.0,1.0
1615.0,1.015,0.0,0.0,2838.0,1.551,1.0,0.645,15.0,0.379,0.0,,15.0,0.15,0.0,,12593.0,0.434,0.0,,12117.0,5.632,5.0,0.888,31015,89.0,87.0,90.0,81.0,76.0,84.0,79.0,84.0,82.0,81.0,48.0,83.0,43.0,80.0,75.0,0.0,0.0,,,,0.0
4008.0,3.57,0.0,0.0,6469.0,5.957,3.0,0.504,37.0,0.991,0.0,,22.0,0.156,0.0,,23026.0,1.386,1.0,0.722,21912.0,15.273,11.0,0.72,31768,91.0,92.0,94.0,91.0,79.0,86.0,83.0,91.0,85.0,90.0,66.0,78.0,,88.0,96.0,1.0,0.0,,,0.0,0.0
30131.0,35.345,25.0,0.707,19347.0,33.454,10.0,0.299,323.0,8.783,9.0,1.025,248.0,2.445,3.0,1.227,165410.0,15.821,25.0,1.58,162736.0,102.085,42.0,0.411,31201,85.0,89.0,90.0,82.0,78.0,85.0,81.0,88.0,84.0,88.0,50.0,84.0,,70.0,85.0,0.0,1.0,0.0,0.0,-1.0,1.0
50.0,0.032,0.0,,469.0,0.258,0.0,,,,,,,,,,5101.0,0.213,0.0,,5101.0,3.073,0.0,0.0,30401,95.0,95.0,94.0,91.0,88.0,94.0,83.0,89.0,90.0,89.0,73.0,91.0,,92.0,93.0,,,,,,1.0
636.0,0.401,0.0,,322.0,0.171,1.0,,15.0,0.415,0.0,,,,,,5877.0,0.178,0.0,,5877.0,1.284,0.0,0.0,30824,,,,,,,,,,,,,,,,,,,,,0.0
11213.0,12.572,9.0,0.716,11508.0,20.953,14.0,0.668,123.0,4.028,5.0,1.241,62.0,0.585,1.0,,101054.0,7.003,16.0,2.285,92086.0,40.293,1.0,0.025,30312,79.0,86.0,88.0,75.0,70.0,77.0,75.0,79.0,81.0,74.0,61.0,89.0,93.0,76.0,88.0,0.0,0.0,0.0,,-1.0,1.0
267.0,0.156,0.0,,670.0,0.338,1.0,,20.0,0.528,0.0,,4.0,0.037,0.0,,6565.0,0.117,0.0,,6174.0,1.489,0.0,0.0,39828,90.0,92.0,94.0,86.0,78.0,88.0,83.0,90.0,86.0,91.0,40.0,67.0,,60.0,100.0,,,,,,0.0
9653.0,9.202,6.0,0.652,10230.0,10.045,7.0,0.697,195.0,5.9,1.0,0.169,162.0,1.26,2.0,1.587,78007.0,5.953,5.0,0.84,72705.0,49.549,17.0,0.343,31602,84.0,92.0,91.0,82.0,77.0,85.0,80.0,87.0,88.0,84.0,40.0,76.0,,68.0,66.0,0.0,0.0,1.0,0.0,0.0,1.0
1190.0,0.723,0.0,,2419.0,1.239,1.0,0.807,29.0,0.814,0.0,,9.0,0.083,0.0,,11991.0,0.349,0.0,,12241.0,4.757,2.0,0.42,31545,89.0,91.0,92.0,82.0,77.0,86.0,81.0,87.0,88.0,86.0,41.0,100.0,,64.0,63.0,,0.0,,,,0.0
2899.0,2.071,2.0,0.966,2891.0,2.081,2.0,0.961,39.0,1.107,0.0,0.0,62.0,0.603,0.0,,31601.0,1.045,2.0,1.914,29633.0,14.733,8.0,0.543,31021,89.0,92.0,92.0,85.0,80.0,86.0,82.0,89.0,85.0,88.0,84.0,98.0,94.0,90.0,96.0,0.0,0.0,0.0,,0.0,0.0
1446.0,0.882,0.0,,2009.0,1.106,0.0,0.0,34.0,0.958,0.0,,65.0,0.592,0.0,,18488.0,0.88,0.0,,16994.0,9.549,10.0,1.047,30474,93.0,92.0,95.0,89.0,84.0,89.0,83.0,91.0,87.0,90.0,69.0,91.0,62.0,86.0,93.0,,0.0,,,,0.0
4865.0,4.698,7.0,1.49,8048.0,8.694,1.0,0.115,202.0,5.099,6.0,1.177,98.0,0.856,0.0,,49853.0,2.756,4.0,1.451,49853.0,34.356,17.0,0.495,31995,81.0,88.0,91.0,77.0,70.0,84.0,78.0,84.0,86.0,83.0,37.0,81.0,67.0,57.0,82.0,0.0,1.0,0.0,,0.0,1.0
17.0,0.01,0.0,,234.0,0.128,0.0,,12.0,0.342,0.0,,13.0,0.101,0.0,,7839.0,0.274,0.0,,7839.0,3.19,0.0,0.0,39819,84.0,91.0,93.0,86.0,76.0,86.0,80.0,86.0,87.0,83.0,,,,,,,,,,,1.0
125.0,0.084,0.0,,349.0,0.192,1.0,,4.0,0.093,0.0,,4.0,0.029,0.0,,4689.0,0.101,0.0,,4333.0,2.047,1.0,0.489,31036,84.0,86.0,86.0,78.0,77.0,82.0,78.0,82.0,84.0,80.0,28.0,80.0,,66.0,67.0,,,,,,0.0
10730.0,8.831,7.0,0.793,6228.0,5.377,7.0,1.302,253.0,6.755,2.0,0.296,733.0,6.171,4.0,0.648,99783.0,5.351,4.0,0.748,86317.0,38.755,7.0,0.181,30106,85.0,89.0,90.0,81.0,73.0,84.0,80.0,87.0,82.0,85.0,73.0,90.0,74.0,87.0,96.0,0.0,0.0,1.0,0.0,0.0,1.0
508.0,0.309,0.0,,569.0,0.292,0.0,,18.0,0.491,0.0,,4.0,0.029,0.0,,8190.0,0.225,0.0,,6774.0,2.925,3.0,1.026,31558,92.0,95.0,93.0,86.0,84.0,89.0,84.0,90.0,90.0,89.0,21.0,76.0,,62.0,35.0,,,,,,0.0
1951.0,1.234,0.0,0.0,3171.0,1.658,1.0,0.603,7.0,0.174,0.0,,25.0,0.203,0.0,,15779.0,0.688,0.0,,14777.0,8.209,6.0,0.731,31061,85.0,87.0,90.0,80.0,73.0,85.0,79.0,84.0,83.0,83.0,73.0,98.0,,83.0,94.0,0.0,0.0,,,,0.0
563.0,0.334,1.0,,1090.0,0.549,0.0,,,,,,,,,,7455.0,0.195,0.0,,7455.0,1.533,0.0,0.0,31069,84.0,90.0,90.0,84.0,76.0,89.0,81.0,89.0,85.0,87.0,61.0,84.0,,76.0,97.0,,,,,,0.0
12319.0,12.542,2.0,0.159,9225.0,8.01,4.0,0.499,626.0,16.75,9.0,0.537,1935.0,15.026,9.0,0.599,203481.0,7.047,3.0,0.426,103484.0,78.216,32.0,0.409,30342,92.0,93.0,92.0,85.0,79.0,88.0,83.0,92.0,85.0,93.0,62.0,86.0,76.0,83.0,86.0,1.0,0.0,1.0,0.0,0.0,1.0
9246.0,9.761,2.0,0.205,8455.0,10.624,5.0,0.471,114.0,2.844,2.0,0.703,205.0,1.664,1.0,0.601,55568.0,4.556,2.0,0.439,51305.0,25.549,8.0,0.313,31217,83.0,91.0,92.0,84.0,78.0,86.0,82.0,89.0,83.0,89.0,85.0,98.0,73.0,89.0,98.0,1.0,0.0,0.0,0.0,0.0,1.0
3147.0,2.947,3.0,1.018,2054.0,1.814,0.0,0.0,23.0,0.756,0.0,,143.0,1.238,1.0,0.808,40807.0,1.521,2.0,1.315,36736.0,16.602,3.0,0.181,30274,79.0,83.0,86.0,75.0,70.0,76.0,74.0,78.0,81.0,71.0,82.0,97.0,92.0,86.0,99.0,0.0,0.0,,0.0,0.0,1.0
8082.0,8.511,4.0,0.47,7418.0,9.594,6.0,0.625,117.0,2.922,2.0,0.684,25.0,0.215,0.0,,57445.0,4.318,5.0,1.158,57445.0,25.031,8.0,0.32,30165,89.0,91.0,91.0,85.0,78.0,85.0,82.0,90.0,84.0,92.0,85.0,91.0,94.0,95.0,99.0,0.0,0.0,0.0,,0.0,1.0
13931.0,30.354,9.0,0.297,12380.0,27.463,5.0,0.182,144.0,4.228,1.0,0.237,280.0,2.526,0.0,0.0,78512.0,5.939,4.0,0.674,72687.0,45.762,10.0,0.219,30909,86.0,90.0,90.0,83.0,76.0,84.0,82.0,88.0,82.0,89.0,81.0,94.0,100.0,92.0,91.0,1.0,1.0,0.0,0.0,0.0,1.0
4271.0,2.936,3.0,1.022,3250.0,2.25,4.0,1.778,97.0,2.654,4.0,1.507,31.0,0.245,0.0,,29289.0,1.276,0.0,0.0,28072.0,11.744,2.0,0.17,30134,84.0,91.0,92.0,83.0,78.0,86.0,82.0,88.0,82.0,87.0,73.0,90.0,73.0,88.0,94.0,0.0,0.0,0.0,,0.0,1.0
265.0,0.161,0.0,,804.0,0.41,1.0,,33.0,0.835,1.0,,,,,,3384.0,0.06,0.0,,3384.0,2.285,1.0,0.438,30513,86.0,91.0,94.0,85.0,75.0,82.0,77.0,86.0,81.0,84.0,64.0,82.0,,81.0,98.0,,,,,,0.0
9024.0,6.947,5.0,0.72,5467.0,4.655,1.0,0.215,206.0,5.425,2.0,0.369,335.0,2.963,2.0,0.675,71538.0,4.183,5.0,1.195,66985.0,30.747,1.0,0.033,30281,84.0,89.0,90.0,83.0,74.0,82.0,78.0,86.0,82.0,83.0,48.0,88.0,64.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,1.0
4448.0,3.151,5.0,1.587,3718.0,2.644,3.0,1.135,44.0,1.145,2.0,1.747,165.0,1.249,1.0,0.801,71568.0,4.04,2.0,0.495,69129.0,25.007,7.0,0.28,30078,88.0,87.0,87.0,77.0,72.0,79.0,79.0,84.0,82.0,83.0,63.0,91.0,71.0,86.0,80.0,0.0,0.0,0.0,0.0,0.0,1.0
249.0,0.144,0.0,,370.0,0.182,0.0,,5.0,0.115,0.0,,19.0,0.145,0.0,,5534.0,0.101,0.0,,5034.0,1.351,1.0,0.74,39845,90.0,92.0,95.0,88.0,79.0,76.0,81.0,87.0,90.0,87.0,,,,,,,,,,,0.0
5166.0,4.655,2.0,0.43,4229.0,4.355,3.0,0.689,51.0,1.419,2.0,1.409,113.0,0.991,3.0,,36049.0,1.522,0.0,0.0,33024.0,17.817,1.0,0.056,30076,83.0,90.0,90.0,82.0,76.0,83.0,79.0,86.0,79.0,84.0,70.0,92.0,70.0,85.0,95.0,0.0,0.0,0.0,,0.0,1.0
583.0,0.387,0.0,,2078.0,1.396,0.0,0.0,28.0,0.634,0.0,,163.0,1.281,1.0,0.781,11272.0,0.356,0.0,,11272.0,4.245,3.0,0.707,31909,88.0,92.0,92.0,83.0,78.0,86.0,82.0,89.0,87.0,91.0,63.0,84.0,,84.0,93.0,,0.0,,0.0,,0.0
961.0,0.582,0.0,,1647.0,0.837,0.0,,21.0,0.529,0.0,,,,,,10708.0,0.378,0.0,,10708.0,4.475,0.0,0.0,31210,86.0,90.0,91.0,80.0,76.0,85.0,81.0,89.0,87.0,91.0,89.0,97.0,88.0,96.0,95.0,,,,,,1.0
,,,,,,,,,,,,,,,,12824.0,0.337,0.0,,12824.0,2.919,0.0,0.0,31788,,,,,,,,,,,,,,,,,,,,,0.0
11037.0,9.211,9.0,0.977,5406.0,4.502,2.0,0.444,302.0,7.793,9.0,1.155,317.0,2.658,8.0,3.01,84383.0,3.701,3.0,0.811,76291.0,32.447,3.0,0.092,30214,84.0,91.0,92.0,83.0,75.0,84.0,81.0,91.0,87.0,91.0,73.0,96.0,,87.0,84.0,0.0,0.0,0.0,-1.0,0.0,1.0
1781.0,1.079,0.0,0.0,1534.0,0.785,1.0,,37.0,0.892,0.0,,54.0,0.417,0.0,,15536.0,0.347,1.0,,15154.0,5.168,0.0,0.0,30143,88.0,91.0,91.0,85.0,79.0,86.0,81.0,89.0,83.0,89.0,68.0,88.0,,82.0,95.0,0.0,,,,,1.0
2003.0,1.373,1.0,0.728,1648.0,1.042,0.0,0.0,34.0,0.917,1.0,,12.0,0.103,0.0,,21405.0,1.097,1.0,0.912,21405.0,9.552,5.0,0.523,30058,87.0,88.0,89.0,79.0,74.0,81.0,78.0,85.0,86.0,82.0,54.0,97.0,,77.0,61.0,0.0,0.0,,,0.0,0.0
5773.0,4.217,2.0,0.474,3547.0,2.478,0.0,0.0,162.0,4.595,2.0,0.435,226.0,1.909,6.0,3.143,53373.0,2.474,0.0,0.0,48333.0,21.547,0.0,0.0,30265,85.0,91.0,91.0,84.0,74.0,83.0,82.0,89.0,87.0,88.0,62.0,96.0,44.0,87.0,78.0,0.0,0.0,0.0,-1.0,0.0,1.0
4557.0,3.251,1.0,0.308,3785.0,2.652,4.0,1.508,165.0,4.214,4.0,0.949,121.0,0.907,0.0,,37384.0,1.619,1.0,0.618,35858.0,32.435,12.0,0.37,30097,84.0,90.0,92.0,86.0,77.0,84.0,83.0,90.0,82.0,90.0,45.0,91.0,,53.0,88.0,0.0,0.0,0.0,,0.0,1.0
561.0,0.377,0.0,,352.0,0.166,0.0,,83.0,4.543,1.0,0.22,48.0,0.87,0.0,,7207.0,0.406,0.0,,7207.0,4.819,2.0,0.415,30265,92.0,95.0,93.0,88.0,84.0,89.0,85.0,94.0,91.0,95.0,71.0,92.0,82.0,92.0,85.0,,,0.0,,,0.0
45.0,0.012,0.0,,215.0,0.141,0.0,,,,,,,,,,6809.0,0.141,0.0,,6809.0,1.504,0.0,0.0,31014,,,,,,,,,,,,,,,,,,,,,0.0
1738.0,0.475,0.0,,396.0,0.6,0.0,,,,,,,,,,7193.0,0.149,0.0,,7193.0,2.03,1.0,0.493,31008,,,,,,,,,,,72.0,100.0,,76.0,94.0,,,,,,0.0
239.0,0.065,0.0,,297.0,0.194,0.0,,,,,,,,,,4798.0,0.1,0.0,,4798.0,1.06,0.0,0.0,31024,,,,,,,,,,,44.0,72.0,,74.0,88.0,,,,,,0.0
193.0,0.053,0.0,,224.0,0.146,1.0,,,,,,,,,,5135.0,0.106,0.0,,5135.0,1.134,0.0,0.0,30233,,,,,,,,,,,,,,,,,,,,,0.0
169.0,0.046,0.0,,219.0,0.142,0.0,,,,,,,,,,4392.0,0.092,0.0,,4392.0,1.213,0.0,0.0,30110,97.0,93.0,92.0,92.0,85.0,90.0,86.0,92.0,88.0,93.0,77.0,,,77.0,,,,,,,0.0
42.0,0.011,0.0,,426.0,1.041,0.0,0.0,,,,,,,,,2404.0,0.05,0.0,,2404.0,0.532,0.0,,30453,91.0,95.0,95.0,92.0,85.0,91.0,86.0,94.0,92.0,95.0,,,,,,,0.0,,,,
371.0,0.101,0.0,,587.0,0.384,2.0,,,,,,,,,,3685.0,0.077,0.0,,3685.0,1.256,4.0,3.185,30642,94.0,93.0,95.0,83.0,79.0,85.0,81.0,92.0,89.0,90.0,68.0,100.0,,72.0,94.0,,,,,,-1.0
647.0,0.177,0.0,,221.0,0.144,0.0,,,,,,,,,,8049.0,0.168,0.0,,8049.0,1.778,1.0,0.562,30125,,,,,,,,,,,,,,,,,,,,,0.0
285.0,0.078,0.0,,396.0,0.968,0.0,,6.0,0.17,0.0,,5.0,0.044,0.0,,6343.0,0.132,0.0,,5776.0,1.276,1.0,0.784,31310,85.0,90.0,90.0,82.0,83.0,85.0,79.0,85.0,83.0,79.0,100.0,100.0,,100.0,,,,,,,0.0
26334.0,26.737,4.0,0.15,19628.0,29.004,11.0,0.379,315.0,8.82,14.0,1.587,270.0,2.17,2.0,0.922,189078.0,11.915,6.0,0.504,185931.0,130.652,71.0,0.543,96813,89.0,92.0,92.0,83.0,81.0,85.0,83.0,91.0,80.0,92.0,69.0,90.0,62.0,88.0,90.0,1.0,1.0,0.0,0.0,0.0,1.0
6412.0,4.583,3.0,0.655,5772.0,4.948,7.0,1.415,97.0,2.406,3.0,1.247,36.0,0.312,0.0,,62133.0,2.025,1.0,0.494,59270.0,34.343,20.0,0.582,96793,86.0,91.0,90.0,84.0,77.0,82.0,79.0,85.0,75.0,84.0,69.0,87.0,80.0,86.0,92.0,0.0,0.0,0.0,,0.0,1.0
386.0,0.281,0.0,,534.0,0.317,0.0,,1.0,0.02,0.0,,,,,,5262.0,0.118,0.0,,5262.0,2.836,0.0,0.0,96786,86.0,90.0,88.0,82.0,82.0,80.0,82.0,81.0,84.0,77.0,84.0,96.0,94.0,91.0,97.0,,,,,,0.0
4378.0,3.774,0.0,0.0,7717.0,7.568,4.0,0.529,70.0,1.714,1.0,0.583,54.0,0.507,0.0,,42728.0,2.295,0.0,0.0,41047.0,22.768,10.0,0.439,96720,91.0,93.0,94.0,89.0,80.0,87.0,83.0,89.0,74.0,89.0,69.0,90.0,85.0,89.0,85.0,1.0,0.0,0.0,,0.0,1.0
4128.0,3.268,2.0,0.612,3794.0,3.054,2.0,0.655,39.0,1.034,0.0,0.0,9.0,0.072,0.0,,32152.0,1.266,1.0,0.79,30585.0,9.439,2.0,0.212,96734,93.0,94.0,93.0,89.0,84.0,92.0,84.0,92.0,87.0,91.0,89.0,97.0,95.0,93.0,100.0,0.0,0.0,0.0,,0.0,1.0
3495.0,2.796,0.0,0.0,2480.0,1.951,2.0,1.025,38.0,0.931,0.0,,,,,,23239.0,1.453,0.0,0.0,23239.0,14.038,8.0,0.57,96817,89.0,91.0,92.0,84.0,76.0,81.0,81.0,88.0,77.0,87.0,64.0,83.0,76.0,84.0,95.0,0.0,0.0,,,0.0,0.0
10189.0,10.611,5.0,0.471,8610.0,11.019,9.0,0.817,173.0,4.172,0.0,0.0,141.0,1.086,0.0,0.0,63468.0,4.617,4.0,0.866,58546.0,29.342,32.0,1.091,96819,90.0,93.0,94.0,89.0,83.0,89.0,84.0,93.0,81.0,93.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0
2374.0,1.435,2.0,1.394,2789.0,1.416,1.0,0.706,35.0,0.958,0.0,,39.0,0.344,1.0,,20491.0,0.874,0.0,,19411.0,10.457,3.0,0.287,96766,90.0,92.0,94.0,84.0,81.0,85.0,83.0,90.0,84.0,89.0,62.0,78.0,65.0,91.0,95.0,0.0,0.0,,,,1.0
1953.0,1.358,1.0,0.736,2766.0,1.905,3.0,1.575,13.0,0.351,0.0,,1.0,0.006,0.0,,42201.0,1.685,0.0,0.0,41140.0,15.021,9.0,0.599,96750,90.0,90.0,91.0,82.0,76.0,85.0,80.0,83.0,79.0,83.0,69.0,95.0,100.0,80.0,89.0,0.0,0.0,,,0.0,0.0
3308.0,3.393,2.0,0.589,4020.0,4.079,4.0,0.981,,,,,,,,,,,,,,,,,96859,86.0,92.0,92.0,87.0,84.0,86.0,83.0,86.0,77.0,85.0,,,,,,0.0,0.0,,,,
7348.0,5.149,0.0,0.0,5030.0,3.542,0.0,0.0,74.0,1.894,0.0,0.0,4.0,0.05,0.0,,43074.0,2.565,3.0,1.17,43074.0,26.086,16.0,0.613,96813,88.0,94.0,94.0,86.0,84.0,88.0,85.0,92.0,82.0,92.0,70.0,80.0,77.0,93.0,98.0,1.0,1.0,0.0,,0.0,1.0
4557.0,4.195,1.0,0.238,3353.0,3.418,0.0,0.0,94.0,2.372,0.0,0.0,27.0,0.27,0.0,,33758.0,2.258,0.0,0.0,33758.0,14.851,0.0,0.0,96701,90.0,93.0,93.0,86.0,86.0,89.0,85.0,93.0,85.0,92.0,68.0,81.0,76.0,92.0,94.0,0.0,1.0,0.0,,0.0,1.0
645.0,0.392,1.0,,577.0,0.298,1.0,,42.0,0.976,1.0,,3.0,0.028,0.0,,5318.0,0.094,0.0,,4904.0,1.401,0.0,0.0,96743,91.0,94.0,94.0,88.0,81.0,86.0,85.0,93.0,87.0,94.0,70.0,85.0,82.0,93.0,87.0,,,,,,0.0
399.0,0.109,0.0,,370.0,0.241,0.0,,1.0,0.013,0.0,,5.0,0.041,0.0,,5487.0,0.114,0.0,,5024.0,1.686,0.0,0.0,96796,,,,,,,,,,,56.0,100.0,,93.0,44.0,,,,,,0.0
4141.0,4.007,1.0,0.25,4849.0,5.793,3.0,0.518,73.0,1.899,1.0,0.527,87.0,0.745,1.0,,38809.0,1.891,0.0,0.0,34680.0,27.108,11.0,0.406,83301,93.0,91.0,93.0,86.0,80.0,90.0,81.0,89.0,83.0,88.0,55.0,78.0,85.0,78.0,89.0,0.0,0.0,0.0,,0.0,1.0
1691.0,1.151,0.0,0.0,2465.0,1.737,0.0,0.0,55.0,1.439,3.0,2.085,4.0,0.035,0.0,,14696.0,0.469,0.0,,13614.0,6.645,2.0,0.301,83501,85.0,89.0,89.0,83.0,75.0,88.0,78.0,84.0,75.0,82.0,69.0,88.0,91.0,83.0,94.0,0.0,0.0,0.0,,,1.0
