HAI_1_DOPC,HAI_1_ELIGCASES,HAI_1_NUMERATOR,HAI_1_SIR_Score,HAI_2_DOPC,HAI_2_ELIGCASES,HAI_2_NUMERATOR,HAI_2_SIR_Score,HAI_3_DOPC,HAI_3_ELIGCASES,HAI_3_NUMERATOR,HAI_3_SIR_Score,HAI_4_DOPC,HAI_4_ELIGCASES,HAI_4_NUMERATOR,HAI_4_SIR_Score,HAI_5_DOPC,HAI_5_ELIGCASES,HAI_5_NUMERATOR,HAI_5_SIR_Score,HAI_6_DOPC,HAI_6_ELIGCASES,HAI_6_NUMERATOR,HAI_6_SIR_Score,ZIP Code,H_CLEAN_LINEAR_SCORE,H_COMP_1_LINEAR_SCORE,H_COMP_2_LINEAR_SCORE,H_COMP_3_LINEAR_SCORE,H_COMP_5_LINEAR_SCORE,H_COMP_6_LINEAR_SCORE,H_COMP_7_LINEAR_SCORE,H_HSP_RATING_LINEAR_SCORE,H_QUIET_LINEAR_SCORE,H_RECMND_LINEAR_SCORE,SEP_1,SEP_SH_3HR,SEP_SH_6HR,SEV_SEP_3HR,SEV_SEP_6HR,HAI_1_SIR_ComparedToNational_encode,HAI_2_SIR_ComparedToNational_encode,HAI_3_SIR_ComparedToNational_encode,HAI_4_SIR_ComparedToNational_encode,HAI_5_SIR_ComparedToNational_encode,HAI_6_SIR_ComparedToNational_encode
2302.0,1.923,2.0,1.04,2957.0,2.569,2.0,0.779,158.0,3.943,6.0,1.522,44.0,0.384,2.0,,47588.0,1.956,2.0,1.022,45175.0,25.017,5.0,0.2,1104,86.0,91.0,91.0,85.0,75.0,89.0,81.0,87.0,76.0,88.0,48.0,80.0,32.0,74.0,82.0,0.0,0.0,0.0,,0.0,1.0
2046.0,1.839,4.0,2.175,4076.0,4.012,7.0,1.745,90.0,2.081,2.0,0.961,122.0,0.973,0.0,,38513.0,1.722,3.0,1.742,35949.0,12.039,6.0,0.498,2176,82.0,92.0,91.0,83.0,77.0,88.0,81.0,87.0,77.0,86.0,,,,,,0.0,0.0,0.0,,0.0,0.0
58068.0,63.328,24.0,0.379,47029.0,77.193,55.0,0.712,818.0,21.12,21.0,0.994,383.0,2.879,4.0,1.389,329338.0,24.334,17.0,0.699,310504.0,258.619,228.0,0.882,2114,87.0,93.0,92.0,86.0,81.0,90.0,84.0,92.0,78.0,95.0,59.0,75.0,83.0,86.0,91.0,1.0,1.0,0.0,0.0,0.0,0.0
1314.0,0.917,1.0,,2116.0,1.459,1.0,0.685,52.0,1.207,0.0,0.0,6.0,0.045,0.0,,21960.0,0.906,1.0,,21960.0,13.788,7.0,0.508,2780,86.0,90.0,89.0,80.0,75.0,87.0,78.0,81.0,73.0,76.0,72.0,94.0,,77.0,100.0,,0.0,0.0,,,0.0
14739.0,11.513,6.0,0.521,11371.0,9.679,12.0,1.24,206.0,5.292,5.0,0.945,211.0,1.731,1.0,0.578,133527.0,5.473,7.0,1.279,125496.0,86.753,77.0,0.888,2720,86.0,90.0,89.0,82.0,79.0,87.0,80.0,86.0,76.0,86.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
464.0,0.312,0.0,,426.0,0.237,0.0,,,,,,,,,,6963.0,0.139,0.0,,6963.0,1.318,3.0,2.276,2114,89.0,92.0,93.0,87.0,83.0,87.0,83.0,92.0,74.0,94.0,,,,,,,,,,,0.0
20322.0,22.602,22.0,0.973,15829.0,22.061,17.0,0.771,406.0,11.053,19.0,1.719,551.0,4.43,7.0,1.58,201369.0,18.189,17.0,0.935,180134.0,146.319,57.0,0.39,1199,87.0,91.0,90.0,80.0,76.0,87.0,80.0,87.0,77.0,88.0,30.0,65.0,28.0,73.0,71.0,0.0,0.0,-1.0,0.0,0.0,1.0
3095.0,2.202,1.0,0.454,4844.0,3.981,4.0,1.005,88.0,2.35,1.0,0.426,35.0,0.278,1.0,,56551.0,2.773,3.0,1.082,54151.0,37.953,21.0,0.553,1844,83.0,90.0,89.0,80.0,76.0,87.0,79.0,84.0,73.0,84.0,62.0,77.0,60.0,89.0,93.0,0.0,0.0,0.0,,0.0,1.0
1024.0,0.631,0.0,,1973.0,1.007,0.0,0.0,32.0,0.742,0.0,,,,,,13300.0,0.491,1.0,,13300.0,5.319,4.0,0.752,2494,89.0,94.0,94.0,87.0,80.0,91.0,83.0,90.0,78.0,91.0,67.0,89.0,,77.0,97.0,,0.0,,,,0.0
2238.0,1.542,2.0,1.297,3990.0,2.706,3.0,1.109,91.0,1.982,2.0,1.009,20.0,0.145,0.0,,26109.0,0.863,1.0,,22118.0,9.111,2.0,0.22,1742,87.0,93.0,93.0,84.0,78.0,91.0,83.0,89.0,79.0,91.0,69.0,87.0,,85.0,97.0,0.0,0.0,0.0,,,1.0
31004.0,34.169,25.0,0.732,19265.0,30.896,29.0,0.939,551.0,14.494,11.0,0.759,601.0,4.599,2.0,0.435,249981.0,23.66,14.0,0.592,219888.0,121.007,86.0,0.711,2215,87.0,93.0,92.0,83.0,80.0,89.0,84.0,90.0,76.0,91.0,72.0,89.0,88.0,86.0,94.0,0.0,0.0,0.0,0.0,1.0,1.0
396.0,0.347,0.0,,715.0,0.402,1.0,,,,,,,,,,19610.0,0.495,0.0,,19610.0,4.879,4.0,0.82,2120,92.0,95.0,94.0,91.0,84.0,94.0,88.0,95.0,84.0,96.0,,,,,,,,,,,0.0
2092.0,1.841,0.0,0.0,2865.0,2.813,1.0,0.355,103.0,2.618,2.0,0.764,50.0,0.387,0.0,,41150.0,2.304,0.0,0.0,38886.0,18.179,4.0,0.22,1757,84.0,94.0,92.0,86.0,80.0,93.0,83.0,90.0,79.0,91.0,57.0,75.0,80.0,84.0,91.0,0.0,0.0,0.0,,0.0,1.0
782.0,0.542,1.0,,1993.0,1.375,0.0,0.0,31.0,0.809,0.0,,18.0,0.174,0.0,,18903.0,0.421,0.0,,18032.0,6.186,3.0,0.485,1440,85.0,92.0,91.0,86.0,78.0,89.0,81.0,89.0,79.0,89.0,51.0,76.0,,78.0,83.0,,0.0,,,,0.0
178.0,0.114,0.0,,653.0,0.335,0.0,,7.0,0.177,0.0,,,,,,6299.0,0.161,0.0,,6299.0,2.645,3.0,1.134,1432,90.0,93.0,92.0,87.0,79.0,88.0,81.0,87.0,83.0,86.0,60.0,90.0,,74.0,94.0,,,,,,0.0
12664.0,11.338,3.0,0.265,10281.0,9.483,8.0,0.844,212.0,5.644,7.0,1.24,175.0,1.31,0.0,0.0,128262.0,5.675,2.0,0.352,115373.0,80.42,58.0,0.721,2190,88.0,92.0,91.0,85.0,79.0,89.0,83.0,89.0,79.0,89.0,58.0,83.0,78.0,79.0,91.0,1.0,0.0,0.0,0.0,0.0,1.0
3743.0,3.756,2.0,0.532,4974.0,6.307,6.0,0.951,124.0,3.012,0.0,0.0,50.0,0.354,1.0,,60644.0,2.474,2.0,0.808,52208.0,31.288,21.0,0.671,2462,87.0,93.0,93.0,85.0,81.0,89.0,84.0,91.0,76.0,94.0,48.0,77.0,69.0,75.0,82.0,0.0,0.0,1.0,,0.0,0.0
2099.0,1.657,1.0,0.604,3370.0,2.726,2.0,0.734,70.0,1.613,3.0,1.86,106.0,0.719,1.0,,54961.0,2.151,0.0,0.0,46279.0,26.408,10.0,0.379,1890,90.0,94.0,91.0,88.0,80.0,90.0,83.0,91.0,77.0,92.0,60.0,81.0,,79.0,93.0,0.0,0.0,0.0,,0.0,1.0
1651.0,1.139,2.0,1.756,3084.0,2.157,0.0,0.0,56.0,1.454,0.0,0.0,44.0,0.305,0.0,,25782.0,1.086,1.0,0.921,25782.0,12.223,13.0,1.064,2186,83.0,90.0,93.0,79.0,76.0,88.0,81.0,87.0,74.0,88.0,58.0,83.0,,72.0,96.0,0.0,0.0,0.0,,0.0,0.0
44411.0,46.629,38.0,0.815,37099.0,50.973,57.0,1.118,894.0,25.049,29.0,1.158,495.0,4.282,0.0,0.0,288794.0,27.364,22.0,0.804,256838.0,182.774,118.0,0.646,2115,85.0,93.0,93.0,86.0,80.0,90.0,84.0,92.0,78.0,94.0,53.0,73.0,75.0,79.0,91.0,0.0,0.0,0.0,1.0,0.0,1.0
5779.0,4.595,0.0,0.0,7897.0,6.607,4.0,0.605,121.0,3.108,4.0,1.287,26.0,0.22,2.0,,68124.0,3.028,2.0,0.661,65139.0,37.603,23.0,0.612,2301,87.0,90.0,89.0,79.0,75.0,86.0,79.0,84.0,71.0,82.0,90.0,100.0,100.0,90.0,100.0,1.0,0.0,0.0,,0.0,1.0
18118.0,20.519,12.0,0.585,12678.0,20.297,14.0,0.69,153.0,4.388,3.0,0.684,130.0,1.056,1.0,0.947,101276.0,8.571,7.0,0.817,89389.0,60.012,37.0,0.617,2111,87.0,93.0,93.0,84.0,82.0,90.0,83.0,91.0,80.0,92.0,48.0,76.0,73.0,73.0,85.0,1.0,0.0,0.0,0.0,0.0,1.0
2653.0,2.313,1.0,0.432,2586.0,2.665,6.0,2.251,22.0,0.56,0.0,,18.0,0.137,0.0,,29878.0,0.835,2.0,,29878.0,11.45,10.0,0.873,2130,85.0,93.0,93.0,88.0,78.0,89.0,83.0,91.0,82.0,91.0,30.0,60.0,,68.0,74.0,0.0,0.0,,,,0.0
3048.0,2.45,1.0,0.408,5796.0,4.992,6.0,1.202,54.0,1.297,0.0,0.0,54.0,0.392,0.0,,37622.0,1.474,1.0,0.678,36470.0,23.337,21.0,0.9,2062,90.0,92.0,91.0,84.0,77.0,85.0,81.0,85.0,76.0,84.0,74.0,93.0,,81.0,100.0,0.0,0.0,0.0,,0.0,0.0
2722.0,1.872,2.0,1.068,3579.0,2.462,2.0,0.812,57.0,1.386,2.0,1.443,16.0,0.114,0.0,,25658.0,0.93,0.0,,24711.0,16.006,16.0,1.0,2540,89.0,92.0,91.0,85.0,76.0,88.0,82.0,90.0,79.0,91.0,45.0,79.0,,73.0,74.0,0.0,0.0,0.0,,,0.0
33633.0,36.754,14.0,0.381,32857.0,48.821,22.0,0.451,384.0,10.372,3.0,0.289,249.0,1.914,4.0,2.09,238497.0,16.137,12.0,0.744,224485.0,155.234,129.0,0.831,1655,86.0,91.0,91.0,82.0,77.0,86.0,82.0,87.0,75.0,88.0,50.0,82.0,59.0,74.0,91.0,1.0,1.0,1.0,0.0,0.0,1.0
24879.0,25.926,28.0,1.08,24420.0,32.903,29.0,0.881,432.0,11.344,6.0,0.529,245.0,1.878,4.0,2.13,116809.0,7.615,3.0,0.394,116809.0,72.01,30.0,0.417,1803,84.0,92.0,92.0,85.0,79.0,88.0,83.0,90.0,80.0,91.0,61.0,92.0,93.0,77.0,85.0,0.0,0.0,0.0,0.0,0.0,1.0
1644.0,1.21,1.0,0.826,4164.0,2.595,7.0,2.697,49.0,1.225,2.0,1.633,16.0,0.131,0.0,,36836.0,1.516,2.0,1.319,33144.0,19.704,15.0,0.761,1701,85.0,90.0,89.0,85.0,78.0,85.0,79.0,87.0,77.0,86.0,53.0,83.0,42.0,80.0,89.0,0.0,-1.0,0.0,,0.0,0.0
7503.0,7.902,11.0,1.392,11618.0,14.212,11.0,0.774,133.0,3.331,0.0,0.0,34.0,0.29,0.0,,81101.0,5.326,6.0,1.127,76143.0,63.501,29.0,0.457,1608,87.0,91.0,90.0,84.0,79.0,88.0,80.0,87.0,72.0,89.0,44.0,88.0,93.0,74.0,59.0,0.0,0.0,1.0,,0.0,1.0
353.0,0.096,0.0,,277.0,0.182,0.0,,,,,,3.0,0.021,0.0,,5950.0,0.124,0.0,,5950.0,1.315,1.0,0.76,2557,92.0,94.0,93.0,92.0,86.0,91.0,85.0,93.0,82.0,94.0,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,4249.0,0.088,0.0,,4249.0,1.409,3.0,2.129,1331,,,,,,,,,,,,,,,,,,,,,0.0
34986.0,48.191,28.0,0.581,6248.0,8.288,10.0,1.207,10.0,0.318,0.0,,,,,,125867.0,5.258,5.0,0.951,117757.0,58.674,80.0,1.363,2115,,,,,,,,,,,,,,,,1.0,0.0,,,0.0,-1.0
5040.0,5.181,5.0,0.965,11330.0,13.907,9.0,0.647,154.0,3.894,4.0,1.027,163.0,1.267,1.0,0.789,69605.0,3.123,3.0,0.961,68869.0,43.41,46.0,1.06,48154,86.0,93.0,91.0,88.0,77.0,88.0,81.0,90.0,82.0,90.0,44.0,75.0,59.0,78.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0
263.0,0.158,0.0,,452.0,0.226,1.0,,14.0,0.315,0.0,,36.0,0.28,0.0,,9025.0,0.323,0.0,,7644.0,3.108,3.0,0.965,49464,86.0,94.0,94.0,89.0,81.0,90.0,85.0,92.0,88.0,93.0,72.0,88.0,85.0,83.0,100.0,,,,,,0.0
1270.0,0.793,0.0,,2693.0,1.387,1.0,0.721,51.0,1.296,1.0,0.772,17.0,0.14,0.0,,10105.0,0.412,0.0,,9188.0,5.516,6.0,1.088,49221,89.0,93.0,93.0,87.0,79.0,89.0,82.0,87.0,84.0,84.0,70.0,87.0,79.0,90.0,89.0,,0.0,0.0,,,0.0
16269.0,17.462,13.0,0.744,12882.0,15.58,20.0,1.284,349.0,9.752,8.0,0.82,200.0,1.88,3.0,1.596,109888.0,5.514,6.0,1.088,89679.0,74.997,44.0,0.587,49007,89.0,93.0,93.0,88.0,80.0,90.0,84.0,92.0,83.0,93.0,32.0,68.0,73.0,68.0,64.0,0.0,0.0,0.0,0.0,0.0,1.0
8224.0,8.854,9.0,1.016,17655.0,30.057,9.0,0.299,354.0,9.242,2.0,0.216,321.0,2.741,8.0,2.919,149154.0,10.011,6.0,0.599,140325.0,87.894,22.0,0.25,48075,82.0,91.0,90.0,85.0,75.0,86.0,81.0,87.0,79.0,88.0,47.0,80.0,70.0,69.0,85.0,0.0,1.0,1.0,-1.0,0.0,1.0
15781.0,17.855,8.0,0.448,16177.0,20.725,14.0,0.676,302.0,8.355,20.0,2.394,382.0,3.422,6.0,1.753,209230.0,13.163,8.0,0.608,192912.0,126.777,70.0,0.552,48124,86.0,91.0,89.0,86.0,77.0,85.0,80.0,87.0,76.0,84.0,60.0,89.0,73.0,71.0,95.0,1.0,0.0,-1.0,0.0,0.0,1.0
4679.0,3.236,5.0,1.545,6712.0,4.605,3.0,0.651,195.0,5.097,5.0,0.981,143.0,1.256,0.0,0.0,60143.0,2.2,1.0,0.455,56817.0,34.556,49.0,1.418,49085,91.0,91.0,91.0,86.0,78.0,87.0,82.0,88.0,80.0,87.0,,,,,,0.0,0.0,0.0,0.0,0.0,-1.0
523.0,0.387,0.0,,1285.0,1.232,0.0,0.0,16.0,0.48,0.0,,25.0,0.21,1.0,,9341.0,0.295,0.0,,8868.0,2.621,2.0,0.763,49036,87.0,90.0,90.0,86.0,73.0,87.0,79.0,85.0,84.0,83.0,49.0,75.0,55.0,79.0,94.0,,0.0,,,,0.0
6915.0,7.666,5.0,0.652,8365.0,11.844,5.0,0.422,106.0,3.059,4.0,1.308,182.0,1.575,2.0,1.27,81221.0,6.091,2.0,0.328,71349.0,43.183,19.0,0.44,48235,79.0,85.0,87.0,79.0,73.0,79.0,75.0,79.0,77.0,74.0,38.0,87.0,46.0,54.0,81.0,0.0,1.0,0.0,0.0,0.0,1.0
5456.0,6.094,2.0,0.328,8491.0,11.14,8.0,0.718,160.0,4.077,1.0,0.245,153.0,1.24,1.0,0.806,81507.0,5.843,3.0,0.513,74594.0,56.531,53.0,0.938,48341,84.0,92.0,90.0,82.0,75.0,88.0,81.0,89.0,84.0,89.0,46.0,86.0,68.0,71.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
571.0,0.431,0.0,,411.0,0.306,1.0,,24.0,0.675,1.0,,7.0,0.069,0.0,,10960.0,0.32,0.0,,9987.0,3.129,8.0,2.557,48801,86.0,92.0,89.0,90.0,81.0,92.0,84.0,90.0,83.0,88.0,58.0,81.0,25.0,84.0,92.0,,,,,,-1.0
741.0,0.52,1.0,,1384.0,0.957,0.0,,37.0,0.972,2.0,,,,,,13570.0,0.585,1.0,,13570.0,7.441,2.0,0.269,48060,90.0,91.0,90.0,87.0,80.0,87.0,83.0,90.0,80.0,92.0,90.0,97.0,,95.0,96.0,,,,,,1.0
467.0,0.331,0.0,,785.0,0.464,0.0,,22.0,0.568,0.0,,10.0,0.102,0.0,,10099.0,0.247,0.0,,8759.0,4.14,2.0,0.483,48838,91.0,93.0,94.0,88.0,83.0,89.0,85.0,91.0,84.0,92.0,79.0,91.0,,89.0,97.0,,,,,,0.0
1870.0,1.513,0.0,0.0,2811.0,2.195,1.0,0.456,58.0,1.533,0.0,0.0,12.0,0.101,0.0,,13405.0,0.558,0.0,,13405.0,7.035,4.0,0.569,49707,90.0,92.0,93.0,91.0,84.0,90.0,84.0,89.0,83.0,88.0,54.0,76.0,43.0,79.0,91.0,0.0,0.0,0.0,,,0.0
356.0,0.226,0.0,,993.0,0.562,0.0,,24.0,0.651,0.0,,12.0,0.096,0.0,,5486.0,0.097,0.0,,5486.0,1.045,2.0,1.914,49242,89.0,93.0,93.0,88.0,78.0,92.0,82.0,89.0,83.0,85.0,49.0,77.0,,75.0,89.0,,,,,,0.0
31712.0,37.012,28.0,0.757,19302.0,29.283,21.0,0.717,821.0,22.52,27.0,1.199,348.0,2.924,3.0,1.026,327590.0,21.486,9.0,0.419,281978.0,185.748,139.0,0.748,49503,85.0,93.0,92.0,86.0,78.0,88.0,83.0,90.0,81.0,91.0,58.0,86.0,58.0,79.0,86.0,0.0,0.0,0.0,0.0,1.0,1.0
4065.0,4.141,2.0,0.483,6741.0,7.738,3.0,0.388,100.0,2.737,3.0,1.096,217.0,1.866,4.0,2.144,70600.0,4.283,1.0,0.233,69530.0,30.372,11.0,0.362,48708,81.0,91.0,87.0,83.0,75.0,83.0,79.0,83.0,75.0,82.0,85.0,98.0,98.0,89.0,97.0,0.0,0.0,0.0,0.0,0.0,1.0
75322.0,83.477,46.0,0.551,35222.0,53.08,46.0,0.867,736.0,21.703,24.0,1.106,542.0,4.693,5.0,1.065,311223.0,20.962,12.0,0.572,285415.0,235.796,210.0,0.891,48109,84.0,93.0,93.0,86.0,79.0,90.0,85.0,92.0,77.0,94.0,37.0,64.0,54.0,67.0,85.0,1.0,0.0,0.0,0.0,1.0,0.0
9096.0,9.545,5.0,0.524,10505.0,14.6,5.0,0.342,184.0,4.948,3.0,0.606,253.0,2.242,3.0,1.338,95094.0,6.409,6.0,0.936,91339.0,61.257,30.0,0.49,48038,84.0,91.0,90.0,79.0,75.0,87.0,80.0,87.0,71.0,86.0,50.0,77.0,45.0,79.0,87.0,0.0,1.0,0.0,0.0,0.0,1.0
38694.0,43.598,46.0,1.055,32074.0,51.734,25.0,0.483,404.0,11.792,10.0,0.848,285.0,2.655,7.0,2.637,214478.0,20.325,16.0,0.787,201672.0,156.799,60.0,0.383,48202,85.0,92.0,91.0,85.0,77.0,86.0,81.0,88.0,81.0,88.0,41.0,80.0,63.0,65.0,87.0,0.0,1.0,0.0,-1.0,0.0,1.0
4573.0,4.608,1.0,0.217,5630.0,8.094,3.0,0.371,112.0,2.91,4.0,1.375,85.0,0.625,1.0,,46331.0,3.268,1.0,0.306,42982.0,25.819,17.0,0.658,49855,87.0,92.0,92.0,86.0,79.0,90.0,81.0,86.0,79.0,84.0,38.0,63.0,,78.0,80.0,0.0,0.0,0.0,,0.0,0.0
1202.0,0.89,0.0,,2083.0,1.231,1.0,0.812,29.0,0.665,1.0,,14.0,0.091,0.0,,7596.0,0.203,0.0,,6831.0,2.248,3.0,1.335,49801,91.0,89.0,92.0,85.0,81.0,91.0,83.0,86.0,81.0,86.0,69.0,84.0,81.0,87.0,95.0,,0.0,,,,0.0
363.0,0.224,0.0,,1313.0,0.714,0.0,,13.0,0.352,1.0,,1.0,0.01,0.0,,6354.0,0.133,0.0,,6179.0,2.347,2.0,0.852,49738,88.0,94.0,93.0,91.0,84.0,92.0,83.0,90.0,80.0,88.0,75.0,96.0,,84.0,95.0,,,,,,0.0
4727.0,4.512,3.0,0.665,5647.0,5.453,2.0,0.367,152.0,4.201,7.0,1.666,116.0,0.869,2.0,,72481.0,3.227,1.0,0.31,66081.0,41.071,19.0,0.463,49503,89.0,94.0,93.0,87.0,80.0,90.0,83.0,92.0,86.0,92.0,,,,,,0.0,0.0,0.0,,0.0,1.0
5922.0,5.306,2.0,0.377,12648.0,12.02,9.0,0.749,174.0,4.83,4.0,0.828,176.0,1.55,0.0,0.0,75218.0,3.332,1.0,0.3,71870.0,41.147,27.0,0.656,49442,87.0,91.0,91.0,86.0,75.0,88.0,81.0,87.0,77.0,86.0,61.0,86.0,73.0,85.0,78.0,0.0,0.0,0.0,0.0,0.0,1.0
356.0,0.251,0.0,,1029.0,0.628,0.0,,21.0,0.47,0.0,,28.0,0.207,0.0,,8413.0,0.195,0.0,,8413.0,2.938,1.0,0.34,48843,88.0,92.0,93.0,90.0,81.0,89.0,82.0,90.0,82.0,88.0,71.0,92.0,82.0,81.0,91.0,,,,,,0.0
22341.0,23.843,3.0,0.126,11460.0,17.84,3.0,0.168,277.0,7.046,0.0,0.0,138.0,1.164,0.0,0.0,144985.0,12.07,5.0,0.414,129954.0,134.715,93.0,0.69,48602,84.0,93.0,91.0,84.0,79.0,89.0,83.0,90.0,75.0,90.0,63.0,84.0,61.0,87.0,88.0,1.0,1.0,1.0,0.0,1.0,1.0
,,,,271.0,0.148,0.0,,,,,,,,,,6448.0,0.151,0.0,,6448.0,1.052,1.0,0.951,48033,,,,,,,,,,,,,,,,,,,,,0.0
1352.0,0.919,0.0,,1891.0,1.281,3.0,2.342,65.0,1.58,1.0,0.633,155.0,1.15,0.0,0.0,35276.0,1.443,1.0,0.693,31800.0,16.44,7.0,0.426,49423,92.0,92.0,92.0,90.0,84.0,93.0,85.0,91.0,83.0,93.0,86.0,97.0,92.0,90.0,100.0,,0.0,0.0,0.0,0.0,1.0
3793.0,2.71,1.0,0.369,4488.0,3.2,3.0,0.938,124.0,3.196,7.0,2.19,173.0,1.419,2.0,1.409,34435.0,1.229,1.0,0.814,32919.0,25.354,21.0,0.828,49017,86.0,91.0,90.0,86.0,80.0,89.0,79.0,86.0,79.0,84.0,43.0,78.0,67.0,73.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
8375.0,8.101,4.0,0.494,12883.0,18.267,13.0,0.712,187.0,5.61,6.0,1.07,13.0,0.125,0.0,,47448.0,2.121,5.0,2.357,47448.0,19.72,17.0,0.862,48601,86.0,90.0,88.0,86.0,77.0,87.0,81.0,86.0,76.0,85.0,49.0,85.0,,71.0,80.0,0.0,0.0,0.0,,0.0,0.0
243.0,0.217,0.0,,1164.0,1.149,0.0,0.0,1.0,0.021,0.0,,50.0,0.393,0.0,,7555.0,0.325,0.0,,6496.0,2.861,0.0,0.0,48858,90.0,93.0,92.0,89.0,80.0,90.0,83.0,90.0,83.0,88.0,,,,,,,0.0,,,,0.0
304.0,0.192,0.0,,794.0,0.411,1.0,,59.0,1.551,2.0,1.289,7.0,0.064,0.0,,8805.0,0.21,0.0,,8398.0,3.617,3.0,0.829,49601,89.0,94.0,94.0,90.0,84.0,94.0,84.0,90.0,85.0,90.0,,,,,,,,0.0,,,0.0
3781.0,3.845,5.0,1.3,5223.0,6.977,3.0,0.43,102.0,2.813,3.0,1.066,191.0,1.715,1.0,0.583,57201.0,2.87,4.0,1.394,55740.0,30.457,13.0,0.427,48230,89.0,94.0,92.0,88.0,78.0,88.0,83.0,92.0,86.0,92.0,58.0,92.0,,73.0,73.0,0.0,0.0,0.0,0.0,0.0,1.0
2625.0,2.286,1.0,0.437,1940.0,1.757,1.0,0.569,189.0,5.104,6.0,1.176,152.0,1.355,1.0,0.738,77457.0,2.72,2.0,0.735,73581.0,17.463,8.0,0.458,49201,87.0,92.0,91.0,87.0,78.0,87.0,80.0,88.0,82.0,86.0,70.0,89.0,73.0,85.0,97.0,0.0,0.0,0.0,0.0,0.0,1.0
474.0,0.288,0.0,,795.0,0.412,1.0,,17.0,0.462,0.0,,12.0,0.135,2.0,,8866.0,0.181,0.0,,7917.0,2.309,3.0,1.299,49307,90.0,93.0,93.0,86.0,79.0,90.0,83.0,90.0,85.0,89.0,80.0,92.0,77.0,91.0,100.0,,,,,,0.0
,,,,,,,,3.0,0.082,0.0,,,,,,7652.0,0.234,1.0,,7652.0,4.374,5.0,1.143,48661,92.0,94.0,93.0,90.0,81.0,90.0,84.0,89.0,80.0,89.0,46.0,76.0,,75.0,74.0,,,,,,0.0
2990.0,2.686,3.0,1.117,4974.0,4.544,7.0,1.54,340.0,8.646,8.0,0.925,454.0,3.38,0.0,0.0,88889.0,5.952,6.0,1.008,84399.0,51.419,11.0,0.214,49684,87.0,93.0,94.0,88.0,82.0,89.0,83.0,92.0,79.0,93.0,57.0,79.0,60.0,78.0,95.0,0.0,0.0,0.0,1.0,0.0,1.0
2050.0,1.91,1.0,0.524,3572.0,3.683,1.0,0.272,65.0,1.712,3.0,1.752,123.0,0.944,0.0,,29217.0,1.339,0.0,0.0,28177.0,18.918,27.0,1.427,48162,83.0,92.0,91.0,81.0,77.0,83.0,79.0,82.0,80.0,78.0,76.0,91.0,100.0,90.0,90.0,0.0,0.0,0.0,,0.0,0.0
117.0,0.079,0.0,,503.0,0.313,0.0,,5.0,0.116,0.0,,2.0,0.017,0.0,,3556.0,0.082,1.0,,3314.0,1.18,1.0,0.847,48764,94.0,92.0,89.0,91.0,81.0,91.0,82.0,88.0,84.0,87.0,75.0,92.0,64.0,92.0,89.0,,,,,,0.0
13255.0,14.694,9.0,0.612,10126.0,16.577,6.0,0.362,96.0,2.787,3.0,1.076,227.0,2.145,3.0,1.399,97075.0,7.125,9.0,1.263,87614.0,61.581,28.0,0.455,48201,83.0,90.0,89.0,83.0,76.0,85.0,78.0,86.0,80.0,85.0,26.0,55.0,,61.0,89.0,0.0,1.0,0.0,0.0,0.0,1.0
5279.0,4.819,1.0,0.208,4580.0,4.675,1.0,0.214,160.0,4.071,1.0,0.246,64.0,0.512,1.0,,43243.0,2.008,0.0,0.0,42926.0,22.179,7.0,0.316,49770,89.0,94.0,92.0,89.0,80.0,89.0,82.0,90.0,76.0,90.0,60.0,89.0,89.0,73.0,93.0,0.0,0.0,0.0,,0.0,1.0
425.0,0.271,0.0,,582.0,0.24,3.0,,26.0,0.62,0.0,,21.0,0.168,0.0,,5526.0,0.134,0.0,,5157.0,1.77,4.0,2.26,49930,94.0,96.0,96.0,93.0,84.0,94.0,83.0,92.0,87.0,91.0,62.0,91.0,,76.0,96.0,,,,,,0.0
464.0,0.282,0.0,,1124.0,0.578,0.0,,34.0,0.968,1.0,,88.0,0.81,3.0,,8236.0,0.195,0.0,,7651.0,3.109,0.0,0.0,49431,90.0,92.0,92.0,89.0,82.0,89.0,82.0,86.0,80.0,85.0,71.0,94.0,,84.0,91.0,,,,,,1.0
7920.0,8.37,4.0,0.478,9494.0,15.858,13.0,0.82,126.0,3.374,2.0,0.593,72.0,0.59,1.0,,67780.0,6.27,2.0,0.319,67780.0,50.388,23.0,0.456,49048,82.0,89.0,89.0,82.0,75.0,88.0,81.0,86.0,78.0,86.0,50.0,87.0,,67.0,86.0,0.0,0.0,0.0,,0.0,1.0
115.0,0.084,0.0,,413.0,0.254,0.0,,2.0,0.052,0.0,,5.0,0.035,0.0,,3645.0,0.08,0.0,,3217.0,1.016,0.0,0.0,48413,88.0,91.0,91.0,89.0,78.0,86.0,80.0,86.0,80.0,84.0,76.0,95.0,,94.0,89.0,,,,,,0.0
1474.0,1.019,0.0,0.0,2440.0,1.712,0.0,0.0,58.0,1.56,0.0,0.0,36.0,0.302,0.0,,12186.0,0.542,0.0,,12186.0,8.21,4.0,0.487,48867,92.0,94.0,92.0,90.0,81.0,90.0,84.0,90.0,84.0,88.0,58.0,80.0,67.0,78.0,89.0,0.0,0.0,0.0,,,0.0
